InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_numeric,TechSupport_numeric,Services_Score,Vulnerability_Score,tenure_group
1,0,0,0.7701492537313434,0.017135933533348722,0.0,0.0,1,6,0
0,0,3,0.37064676616915426,0.024065312716362797,0.0,0.0,0,6,0
2,1,1,0.06417910447761191,0.18739326102007847,0.0,0.0,0,2,3
1,0,0,0.5248756218905473,0.0060235402723286405,0.0,0.0,0,4,0
2,2,1,0.01641791044776117,0.06130856219709209,0.0,0.0,0,0,2
1,1,0,0.998507462686567,0.8477844449573044,1.0,1.0,2,2,3
0,2,3,0.6213930348258706,0.6561562427879067,0.0,1.0,2,1,3
0,2,0,0.6203980099502486,0.4940168474498038,1.0,1.0,1,2,3
0,0,0,0.2751243781094527,0.020880452342487883,0.0,0.0,0,6,0
1,2,3,0.708457711442786,0.7404165705054235,0.0,0.0,2,3,3
1,0,0,0.763681592039801,0.008792984075698132,1.0,0.0,0,5,0
2,2,3,0.012935323383084563,0.005769674590353103,0.0,0.0,0,2,0
1,0,0,0.6203980099502486,0.2568832217862912,0.0,0.0,0,4,2
1,1,3,0.8845771144278608,0.849411493191784,0.0,1.0,1,2,3
0,0,1,0.3686567164179104,0.03524694207246712,0.0,0.0,2,4,0
0,2,3,0.5059701492537313,0.23945303484883454,0.0,1.0,1,4,2
2,2,3,0.01791044776119402,0.07618278329102239,0.0,0.0,0,1,2
0,0,1,0.1527363184079602,0.0017078236787445187,0.0,1.0,1,5,0
1,0,2,0.7696517412935323,0.07218439879990769,0.0,0.0,0,7,0
1,0,0,0.517910447761194,0.02193053311793215,0.0,0.0,0,5,0
0,2,3,0.7194029850746269,0.717776367412878,1.0,1.0,2,0,3
1,1,3,0.7582089552238807,0.45061158550657743,1.0,0.0,1,0,2
2,1,1,0.01641791044776117,0.06048926840526195,0.0,0.0,0,0,2
0,2,0,0.4014925373134328,0.3519270713131779,1.0,0.0,2,1,3
1,2,0,0.8656716417910447,0.7852065543503346,0.0,1.0,1,1,3
2,0,2,0.05970149253731341,0.0945880452342488,0.0,0.0,0,2,2
0,2,2,0.6686567164179105,0.6936418186014308,1.0,1.0,2,0,3
1,0,0,0.6497512437810945,0.15120586198938382,0.0,0.0,1,4,1
2,1,3,0.05820895522388059,0.00626586660512347,0.0,0.0,0,2,0
2,2,3,0.014427860696517386,0.1479690745441957,0.0,0.0,0,0,3
0,1,3,0.17661691542288555,0.1574082621740134,0.0,1.0,1,2,2
1,0,0,0.7144278606965173,0.04030694668820679,0.0,0.0,1,6,0
1,1,0,0.7960199004975124,0.6334583429494577,0.0,0.0,1,1,3
0,2,1,0.6064676616915423,0.28599123009462263,0.0,1.0,2,2,2
1,0,0,0.7308457711442786,0.008412185552734826,0.0,1.0,1,6,0
1,0,0,0.6656716417910448,0.2927648280636972,0.0,1.0,0,4,2
0,0,1,0.11343283582089547,0.008221786291253173,0.0,0.0,1,5,0
2,2,3,0.015422885572139305,0.1580486960535426,0.0,0.0,0,2,3
2,1,0,0.06318407960199005,0.06621855527348258,0.0,0.0,0,2,1
0,2,0,0.47512437810945274,0.5622778675282714,1.0,1.0,1,1,3
1,0,0,0.7238805970149254,0.16284906531271637,0.0,0.0,1,3,1
1,0,3,0.6243781094527363,0.09222824832679437,0.0,0.0,1,6,0
1,0,0,0.507960199004975,0.2070505423494115,0.0,0.0,0,5,2
0,1,0,0.3517412935323383,0.33007154396492033,1.0,1.0,2,2,3
1,1,2,0.7507462686567165,0.6741172397876759,1.0,1.0,1,1,3
1,1,0,0.8651741293532339,0.6484018001384723,0.0,1.0,1,0,3
2,2,1,0.014925373134328346,0.1529771520886222,0.0,0.0,0,0,3
0,1,2,0.5054726368159204,0.22382298638356798,1.0,1.0,0,0,2
2,2,2,0.05373134328358206,0.16131433187168245,0.0,0.0,0,1,3
0,1,0,0.36318407960199006,0.26882644818832213,1.0,1.0,2,2,2
0,0,1,0.5482587064676616,0.10532540964689592,0.0,1.0,1,4,1
2,2,3,0.06716417910447761,0.21121624740364645,0.0,0.0,0,1,3
2,2,2,0.02238805970149252,0.13616432033233325,0.0,0.0,0,1,3
2,2,3,0.011442786069651711,0.12280175398107547,0.0,0.0,0,0,3
1,0,1,0.617412935323383,0.03524117239787676,0.0,0.0,1,6,0
1,0,2,0.7044776119402985,0.13276598199861528,0.0,1.0,1,5,1
1,0,0,0.7835820895522387,0.15181744749596124,0.0,0.0,1,2,1
1,0,3,0.5099502487562189,0.30076736672051696,0.0,0.0,0,4,2
1,0,0,0.6278606965174128,0.02479806138933764,0.0,0.0,1,8,0
0,0,3,0.4791044776119403,0.25693514885760443,0.0,0.0,2,4,2
2,1,1,0.020895522388059695,0.018174474959612278,0.0,0.0,0,4,0
1,2,0,0.9945273631840795,0.9841160858527579,1.0,1.0,2,2,3
1,0,0,0.5845771144278606,0.025265405031156242,0.0,0.0,0,8,0
2,1,2,0.014925373134328346,0.06985345026540503,0.0,0.0,0,2,2
1,0,0,0.7582089552238807,0.17221324717285946,0.0,1.0,0,6,1
1,2,2,0.8049751243781095,0.7912012462497116,1.0,0.0,0,1,3
0,2,3,0.673134328358209,0.7029713824140319,1.0,1.0,1,0,3
1,0,0,0.8925373134328359,0.03459496884375722,0.0,1.0,2,6,0
2,1,2,0.02238805970149252,0.047397876759750754,0.0,0.0,0,4,1
0,0,3,0.11492537313432838,0.008723747980613893,0.0,0.0,1,5,0
1,1,2,0.7616915422885572,0.5212381721670898,1.0,0.0,1,2,2
0,0,0,0.33283582089552244,0.3446803600276945,0.0,1.0,0,4,3
1,0,0,0.6875621890547263,0.5139856912070159,0.0,1.0,2,4,3
0,0,2,0.26218905472636816,0.027925225017309024,0.0,0.0,0,4,0
1,1,0,0.7492537313432835,0.6981825525040388,1.0,1.0,0,2,3
1,0,3,0.8358208955223881,0.1546503577198246,0.0,0.0,1,3,1
1,0,0,0.6736318407960199,0.09690745441957074,0.0,0.0,0,4,0
1,2,0,0.8686567164179103,0.8523771059312255,1.0,0.0,1,0,3
0,2,3,0.45572139303482584,0.5162820216939764,1.0,1.0,2,0,3
1,2,0,0.8343283582089552,0.7523251788599122,0.0,1.0,1,3,3
1,0,2,0.8666666666666666,0.03513154858066005,0.0,0.0,2,6,0
1,0,0,0.654228855721393,0.06861297022847912,0.0,0.0,0,7,0
1,2,3,0.9432835820895521,0.9058677590583891,1.0,1.0,2,0,3
0,0,0,0.062189054726368154,0.003184860373874913,0.0,0.0,0,6,0
1,0,3,0.753731343283582,0.17154973459496886,0.0,0.0,1,4,1
1,0,0,0.8432835820895522,0.5072120932379414,0.0,0.0,2,5,2
2,0,1,0.021890547263681587,0.027296330486960535,0.0,0.0,0,4,0
1,0,0,0.8462686567164178,0.2300830833141011,0.0,1.0,1,2,1
0,2,1,0.49651741293532337,0.5527232864066467,1.0,1.0,2,1,3
1,0,2,0.8467661691542289,0.09560350796215093,1.0,1.0,0,6,0
2,0,1,0.010945273631840807,0.015439649203784905,0.0,0.0,0,4,0
1,0,0,0.6099502487562188,0.007010154627279021,0.0,0.0,0,6,0
1,2,3,0.8805970149253731,0.8382702515578122,1.0,0.0,2,2,3
0,0,0,0.15970149253731342,0.11377221324717286,0.0,1.0,1,4,2
0,2,1,0.5139303482587065,0.4855642741749365,1.0,0.0,1,1,3
2,2,3,0.019900497512437804,0.09861527809831526,0.0,0.0,0,0,2
1,1,0,0.854726368159204,0.6605411954765752,0.0,1.0,1,1,3
1,0,2,0.6298507462686567,0.5781502423263328,0.0,0.0,1,3,3
0,0,0,0.26616915422885573,0.012497115162704821,0.0,0.0,0,8,0
0,1,2,0.4129353233830846,0.156421647819063,1.0,0.0,0,1,1
1,1,0,0.7691542288557214,0.4239614585737364,1.0,1.0,1,2,2
1,0,0,0.7059701492537314,0.4185264251096238,0.0,0.0,1,4,2
0,0,3,0.4791044776119403,0.09380913916455112,0.0,0.0,0,3,1
1,2,2,0.9611940298507461,0.9576678975305793,1.0,1.0,2,3,3
0,1,2,0.3980099502487562,0.4566005077313639,1.0,1.0,0,1,3
1,1,1,0.6776119402985074,0.49023194091853217,1.0,0.0,0,2,3
1,1,2,0.8572139303482588,0.7734594968843758,1.0,1.0,0,0,3
0,2,0,0.6666666666666666,0.6997807523655666,1.0,0.0,2,1,3
0,2,3,0.6323383084577114,0.5210766212785599,0.0,1.0,2,2,3
1,0,0,0.6253731343283582,0.007189014539579967,0.0,0.0,0,6,0
1,1,3,0.6786069651741293,0.6628375259635356,0.0,0.0,2,1,3
2,0,3,0.06517412935323383,0.023667205169628433,0.0,0.0,0,5,0
2,1,2,0.009950248756218888,0.07627509808446804,0.0,0.0,0,2,2
1,1,1,0.8164179104477611,0.5979690745441957,0.0,0.0,2,2,3
2,2,1,0.014925373134328346,0.10732748672974844,0.0,0.0,0,0,2
1,1,0,0.8024875621890547,0.786960535425802,0.0,0.0,1,2,3
1,1,2,0.6691542288557214,0.6551811677821371,1.0,0.0,1,0,3
1,0,0,0.6975124378109452,0.13893376413570274,0.0,0.0,0,2,1
1,0,0,0.6577114427860695,0.052630971613201016,0.0,0.0,0,7,0
1,0,3,0.7079601990049752,0.5597392107085161,0.0,0.0,1,4,3
0,2,3,0.664179104477612,0.6449284560350796,1.0,1.0,2,0,3
0,2,2,0.5661691542288557,0.43891645511193167,1.0,0.0,2,2,3
0,0,0,0.32139303482587056,0.003663743364874221,0.0,0.0,1,6,0
1,0,1,0.9422885572139305,0.15762174013385646,0.0,1.0,2,4,0
1,0,0,0.7661691542288557,0.38026194322640205,0.0,0.0,0,2,2
1,0,0,0.517910447761194,0.2766847449803831,0.0,0.0,0,3,2
2,0,1,0.07164179104477608,0.013379875375028848,0.0,0.0,0,6,0
0,0,0,0.4611940298507462,0.017932148626817447,0.0,1.0,0,6,0
2,0,1,0.01641791044776117,0.034808446803600276,0.0,0.0,0,4,1
2,0,3,0.01840796019900498,0.023372951765520424,0.0,0.0,0,5,0
1,1,0,0.8134328358208955,0.4838160627740596,0.0,1.0,0,2,2
0,2,2,0.5527363184079601,0.5304927302100162,0.0,1.0,1,0,3
1,2,1,0.998507462686567,0.9198303715670436,1.0,1.0,2,1,3
0,0,0,0.12089552238805967,0.006906300484652667,0.0,0.0,1,8,0
2,2,2,0.06368159203980098,0.19517078236787447,0.0,0.0,0,1,3
0,0,0,0.24527363184079598,0.0027809831525501963,0.0,0.0,0,6,0
1,0,3,0.7208955223880598,0.20338679898453726,0.0,0.0,1,4,1
0,0,3,0.1731343283582089,0.07238056773597969,0.0,0.0,2,3,1
1,0,0,0.6094527363184079,0.24945188091391648,0.0,1.0,0,3,2
0,2,2,0.3144278606965174,0.1732402492499423,1.0,1.0,1,2,2
1,0,2,0.6139303482587065,0.11823217170551582,0.0,0.0,0,4,0
2,1,1,0.05472636815920398,0.04681513962612509,0.0,0.0,0,2,1
2,1,2,0.01791044776119402,0.05620816985921994,0.0,0.0,0,0,2
0,2,3,0.49154228855721394,0.26777059773828754,1.0,1.0,1,1,2
0,0,0,0.3114427860696517,0.2376125086545119,0.0,0.0,1,4,2
1,0,0,0.5587064676616916,0.2605758135241172,0.0,0.0,1,6,2
0,0,0,0.3597014925373134,0.14198592199399954,1.0,0.0,0,4,1
0,0,0,0.3248756218905472,0.023863374105700438,0.0,0.0,0,4,0
0,0,1,0.06019900497512437,0.009393030233094853,0.0,0.0,0,6,0
1,0,0,0.7547263681592039,0.26587237479806136,0.0,0.0,0,4,1
0,0,2,0.4621890547263682,0.10641587814447266,1.0,0.0,0,3,1
1,2,3,0.8880597014925372,0.9040964689591507,0.0,1.0,1,2,3
0,2,1,0.5124378109452736,0.4472190168474498,0.0,1.0,2,2,3
1,0,0,0.6134328358208956,0.027936764366489727,0.0,0.0,0,8,0
1,0,2,0.8442786069651741,0.7588506808216017,1.0,1.0,2,4,3
2,2,1,0.05572139303482587,0.07002654050311563,0.0,0.0,0,0,1
0,0,1,0.18507462686567167,0.010373874913454883,0.0,1.0,1,6,0
0,0,1,0.27263681592039796,0.035154627279021466,0.0,0.0,0,5,0
1,2,2,0.899502487562189,0.8894011077775213,1.0,1.0,2,0,3
1,0,1,0.5089552238805971,0.005838910685437342,0.0,0.0,0,5,0
1,0,2,0.5587064676616916,0.022732517885991232,0.0,0.0,0,6,0
1,0,0,0.753731343283582,0.00867759058389107,0.0,0.0,0,8,0
1,2,2,0.7477611940298508,0.6696861297022848,1.0,0.0,1,0,3
1,1,1,0.6726368159203979,0.5510039233787215,0.0,1.0,2,0,3
0,0,2,0.4582089552238805,0.04929033002538657,0.0,1.0,1,6,0
1,0,0,0.7497512437810945,0.27524809600738515,0.0,0.0,0,6,2
2,1,1,0.061691542288557194,0.16303369489960767,0.0,0.0,0,0,3
1,0,2,0.6218905472636815,0.15030002307869836,1.0,0.0,1,3,1
1,0,0,0.7159203980099502,0.20283291022386338,0.0,0.0,0,2,1
1,1,0,0.9323383084577114,0.738529886914378,0.0,1.0,2,4,3
1,0,0,0.5781094527363183,0.006640895453496423,0.0,0.0,1,6,0
2,2,1,0.019402985074626844,0.10369836141241635,0.0,0.0,0,0,2
1,0,0,0.5751243781094527,0.024578813754904224,0.0,0.0,0,8,0
0,2,3,0.37064676616915426,0.30100969305331177,1.0,0.0,1,2,2
0,2,1,0.3641791044776119,0.10354834987306716,1.0,1.0,2,2,1
0,0,1,0.3656716417910447,0.22983498730671592,0.0,0.0,0,4,2
1,1,3,0.68955223880597,0.5143203323332564,0.0,0.0,0,2,3
0,2,3,0.5557213930348258,0.5783752596353565,1.0,1.0,1,4,3
1,2,3,0.7582089552238807,0.7965497345949688,1.0,0.0,1,1,3
0,2,3,0.48706467661691544,0.5369143780290792,1.0,1.0,2,1,3
1,0,2,0.8805970149253731,0.4659531502423263,1.0,0.0,1,6,2
2,1,1,0.00547263681592039,0.031865912762520196,0.0,0.0,0,1,1
1,0,0,0.7611940298507462,0.10051927071313178,0.0,0.0,0,6,0
1,0,0,0.6616915422885572,0.20747172859450727,0.0,0.0,0,3,1
2,0,1,0.014427860696517386,0.03734133394876529,0.0,0.0,0,4,1
0,1,1,0.33582089552238803,0.3307292868682206,1.0,1.0,1,0,3
0,1,0,0.31641791044776113,0.33379875375028845,1.0,0.0,2,1,3
0,2,2,0.6671641791044776,0.6394184168012924,0.0,1.0,2,0,3
2,0,3,0.020895522388059695,0.011908608354488807,0.0,0.0,0,5,0
2,2,2,0.06965174129353235,0.19725363489499195,0.0,0.0,0,1,3
1,0,0,0.5512437810945274,0.006329333025617356,0.0,0.0,0,8,0
0,2,3,0.7169154228855721,0.597190168474498,1.0,1.0,2,0,3
1,1,2,0.8980099502487563,0.9214170320793907,0.0,1.0,2,1,3
2,1,1,0.02238805970149252,0.15109046849757676,0.0,0.0,0,2,3
1,1,3,0.9845771144278607,0.9251269328409878,1.0,1.0,2,2,3
1,0,2,0.7099502487562188,0.6369720747749827,0.0,0.0,1,6,3
0,2,2,0.3686567164179104,0.45751211631663974,1.0,0.0,0,0,3
0,1,3,0.4522388059701493,0.3167032079390722,1.0,1.0,0,0,2
0,1,3,0.5258706467661691,0.49393030233094853,1.0,1.0,2,2,3
1,1,3,0.8164179104477611,0.7598661435495039,1.0,0.0,1,2,3
2,0,0,0.06965174129353235,0.043393722594045704,0.0,0.0,0,2,1
1,0,0,0.7517412935323382,0.5216420493884145,1.0,0.0,1,2,3
1,0,0,0.5582089552238805,0.006410108469882298,0.0,0.0,0,5,0
0,1,0,0.37512437810945276,0.13134664204938842,1.0,0.0,1,0,1
1,0,0,0.5686567164179105,0.15711977844449576,1.0,0.0,0,4,1
0,1,1,0.5656716417910447,0.5822351719363028,1.0,0.0,2,1,3
1,0,0,0.953731343283582,0.820834294945765,0.0,1.0,2,3,3
2,2,2,0.07164179104477608,0.09121278559889223,0.0,0.0,0,0,2
1,0,2,0.8865671641791043,0.5885241172397877,0.0,1.0,1,2,2
0,1,1,0.6019900497512437,0.4527636741287791,0.0,1.0,1,0,3
0,1,1,0.590049751243781,0.3983729517655204,0.0,0.0,1,1,2
2,0,1,0.01791044776119402,0.0001442418647588273,0.0,0.0,0,6,0
1,0,0,0.8218905472636816,0.40485806600507734,0.0,0.0,1,3,2
1,0,3,0.6661691542288557,0.3295234248788368,0.0,0.0,1,5,2
0,1,1,0.47661691542288565,0.21412993307177478,1.0,1.0,2,0,2
0,0,1,0.5069651741293533,0.10683706438956843,1.0,0.0,1,2,1
0,0,3,0.30845771144278605,0.0035137318255250407,0.0,1.0,0,6,0
1,2,0,0.7547263681592039,0.6484537272097854,0.0,1.0,1,1,3
0,2,2,0.4159203980099502,0.4415705054234941,1.0,1.0,1,0,3
1,0,2,0.5955223880597014,0.10714285714285715,0.0,0.0,0,4,0
1,0,1,0.8034825870646766,0.14803831063927997,0.0,1.0,0,4,1
2,0,3,0.01840796019900498,0.02464804984998846,0.0,0.0,0,2,0
1,0,2,0.5606965174129352,0.006438956842834063,0.0,0.0,0,5,0
2,2,3,0.06567164179104479,0.21382990999307638,0.0,0.0,0,1,3
1,0,3,0.6099502487562188,0.10840641587814448,0.0,1.0,0,4,0
2,0,1,0.020398009950248763,0.029609969997692127,0.0,0.0,0,4,1
0,0,2,0.3029850746268657,0.2857604431110085,1.0,0.0,2,2,3
2,2,2,0.023880597014925342,0.11980152319409186,0.0,0.0,0,0,2
0,0,0,0.5601990049751243,0.3458285252711747,0.0,0.0,1,2,2
0,2,0,0.6024875621890546,0.3971267020540042,1.0,1.0,1,1,2
1,2,2,0.8199004975124379,0.8441322409416109,1.0,0.0,2,1,3
2,1,2,0.008457711442786064,0.11339718439879992,0.0,0.0,0,1,3
1,0,3,0.8656716417910447,0.57450957765982,1.0,0.0,1,2,2
0,0,1,0.2626865671641791,0.05232517885991231,0.0,0.0,0,6,0
0,1,0,0.4134328358208955,0.08181398569120701,0.0,1.0,0,2,0
0,0,0,0.35820895522388063,0.13878952227094393,0.0,1.0,1,3,1
2,2,3,0.07661691542288557,0.20575813524117242,0.0,0.0,0,1,3
2,0,0,0.02288557213930348,0.00020193861066235838,0.0,0.0,0,6,0
1,0,0,0.8681592039800995,0.7464112624048004,1.0,0.0,1,2,3
1,0,1,0.8129353233830846,0.1285425801984768,0.0,1.0,0,4,0
0,0,0,0.2691542288557213,0.0030579275328871443,0.0,0.0,0,6,0
1,2,0,0.9492537313432835,0.8880510039233787,1.0,1.0,2,3,3
2,0,0,0.013930348258706454,0.016789753057927535,0.0,0.0,0,8,0
1,0,0,0.7611940298507462,0.6437629817678282,1.0,0.0,1,3,3
1,0,0,0.7711442786069651,0.06403761827832911,0.0,0.0,1,7,0
0,2,2,0.5990049751243781,0.6535252711747057,1.0,1.0,2,3,3
1,0,0,0.6587064676616915,0.28251788599123007,1.0,0.0,1,3,2
1,0,0,0.7592039800995024,0.38617585968151397,1.0,0.0,1,5,2
1,0,0,0.5537313432835821,0.03023886452804062,0.0,0.0,1,6,0
1,1,2,0.6154228855721392,0.298234479575352,1.0,0.0,0,2,2
2,2,2,0.08208955223880599,0.19383221786291255,0.0,0.0,0,2,3
1,0,1,0.5651741293532337,0.0064908839141472425,0.0,0.0,0,6,0
1,0,0,0.618905472636816,0.39004154165705057,0.0,0.0,1,3,2
1,0,3,0.7606965174129353,0.21879759981537045,0.0,0.0,1,3,1
0,2,2,0.4343283582089552,0.2613086130673743,1.0,1.0,1,3,0
0,0,1,0.061194029850746234,0.002048234479575351,0.0,0.0,0,4,0
2,2,1,0.013930348258706454,0.15190399261481655,0.0,0.0,0,1,3
0,2,2,0.46815920398009947,0.4031963997230556,1.0,0.0,1,2,3
1,2,3,0.8039800995024875,0.7382760212324024,1.0,1.0,1,0,3
1,0,0,0.5457711442786068,0.4761250865451188,0.0,0.0,0,4,3
0,0,1,0.3592039800995025,0.011337410570043848,0.0,1.0,0,6,0
0,0,2,0.2626865671641791,0.1312889453034849,1.0,0.0,1,4,2
0,0,3,0.4099502487562189,0.24441495499653823,1.0,0.0,1,2,2
2,2,1,0.01840796019900498,0.07344795753519502,0.0,0.0,0,0,2
0,2,2,0.6233830845771144,0.5670090006923609,0.0,0.0,2,1,3
0,0,1,0.3189054726368159,0.0955458112162474,1.0,0.0,0,3,1
0,2,3,0.7199004975124377,0.7411781675513501,1.0,1.0,2,0,3
1,0,0,0.7870646766169154,0.24240710823909534,0.0,0.0,0,4,1
2,2,1,0.006965174129353213,0.06867643664897301,0.0,0.0,0,0,2
1,0,0,0.6238805970149254,0.01758019847680591,0.0,0.0,0,6,0
2,2,3,0.0681592039800995,0.19078582967920613,0.0,0.0,0,4,3
1,1,2,0.5243781094527363,0.5234710362335564,0.0,0.0,0,3,3
2,2,1,0.01840796019900498,0.10593699515347335,0.0,0.0,0,0,2
2,1,1,0.023880597014925342,0.013299099930763905,0.0,0.0,0,2,0
2,1,1,0.01691542288557213,0.03367182090930072,0.0,0.0,0,2,1
0,0,0,0.4074626865671642,0.004661897069005308,0.0,0.0,1,5,0
0,2,3,0.6736318407960199,0.6823159473805678,0.0,1.0,2,0,3
0,0,0,0.37810945273631835,0.20160973921070854,0.0,0.0,2,6,2
1,0,1,0.5258706467661691,0.006035079621509347,0.0,0.0,0,6,0
2,0,3,0.01741293532338306,0.020747749826909762,0.0,0.0,0,6,0
0,1,2,0.5159203980099502,0.4493999538426033,1.0,0.0,0,0,3
2,0,1,0.026368159203980085,0.05763904915762751,0.0,0.0,0,4,2
1,0,1,0.5935323383084578,0.2691726286637433,0.0,0.0,0,5,2
0,2,0,0.663681592039801,0.5921705515808908,1.0,1.0,1,1,3
1,0,3,0.7049751243781094,0.22277867528271408,0.0,0.0,1,3,1
0,1,1,0.26218905472636816,0.07645972767135933,0.0,0.0,0,1,1
0,1,2,0.5019900497512438,0.46759173782598656,1.0,1.0,0,2,3
0,1,1,0.6044776119402985,0.551846295868913,1.0,1.0,1,2,3
1,0,0,0.8517412935323382,0.6308216016616662,0.0,0.0,2,5,3
2,2,2,0.01243781094527363,0.1325640433879529,0.0,0.0,0,0,3
1,1,0,0.8243781094527362,0.5372259404569582,0.0,0.0,1,2,2
1,2,3,0.9189054726368159,0.9166166628202169,0.0,1.0,2,1,3
0,0,3,0.20497512437810944,0.11612624048003695,1.0,1.0,1,2,2
0,2,3,0.6582089552238807,0.6866489729979229,1.0,1.0,2,1,3
0,0,0,0.6467661691542288,0.18374682667897532,1.0,1.0,1,2,1
1,2,0,0.8935323383084576,0.8669916916685899,1.0,1.0,1,2,3
0,0,3,0.49303482587064673,0.07319986152780983,0.0,0.0,1,5,0
0,2,2,0.7273631840796019,0.7706438956842834,1.0,1.0,2,2,3
1,0,2,0.7119402985074627,0.5701361643203324,1.0,0.0,0,3,3
1,2,1,0.7353233830845771,0.7456842834064158,0.0,1.0,1,0,3
2,1,3,0.05472636815920398,0.16478190630048467,0.0,0.0,0,1,3
1,0,2,0.8109452736318408,0.209721901684745,0.0,1.0,0,5,1
0,0,0,0.4134328358208955,0.4180360027694438,1.0,0.0,1,2,3
1,0,0,0.645771144278607,0.3265231940918532,0.0,0.0,0,4,2
0,1,0,0.6124378109452736,0.564966535887376,0.0,0.0,2,1,3
2,0,1,0.020398009950248763,0.026298176782829447,0.0,0.0,0,4,0
2,1,1,0.020398009950248763,0.052654050311562436,0.0,0.0,0,2,1
0,0,1,0.3711442786069651,0.061447034387260555,0.0,0.0,2,4,0
2,0,1,0.01641791044776117,0.00012693284098776788,0.0,0.0,0,6,0
1,1,2,0.7621890547263681,0.574821140087699,0.0,0.0,1,1,3
0,0,0,0.18308457711442783,0.14957304408031388,0.0,0.0,2,6,2
2,2,1,0.009950248756218888,0.09650357719824602,0.0,0.0,0,1,2
1,0,3,0.5666666666666667,0.08729517655204247,0.0,0.0,0,6,0
0,0,1,0.3139303482587064,0.09433994922686362,0.0,0.0,1,3,1
1,2,3,0.9442786069651742,0.9202054004154167,1.0,1.0,2,2,3
0,0,1,0.372636815920398,0.004258019847680591,1.0,0.0,1,5,0
0,0,0,0.4776119402985074,0.06088737595199632,0.0,0.0,0,6,0
1,0,1,0.5218905472636816,0.012739441495499652,0.0,0.0,0,6,0
0,0,1,0.31741293532338305,0.23536810523886453,0.0,0.0,1,3,2
0,0,0,0.5253731343283582,0.2480210016155089,0.0,1.0,1,4,2
1,1,0,0.8975124378109453,0.8143953381029311,0.0,1.0,2,2,3
1,0,0,0.7691542288557214,0.45139626125086546,0.0,0.0,2,5,2
1,0,1,0.5059701492537313,0.005804292637895223,0.0,0.0,0,4,0
0,0,0,0.26218905472636816,0.01198938379875375,0.0,0.0,0,6,0
0,1,3,0.06069651741293533,0.015237710593122546,0.0,0.0,0,4,0
1,2,2,0.8527363184079603,0.8698476805908146,1.0,1.0,2,1,3
0,1,0,0.5447761194029851,0.34414954996538194,0.0,0.0,1,1,2
1,2,3,0.980597014925373,0.9736845141933995,1.0,1.0,2,0,3
1,0,2,0.8716417910447761,0.25627163627971383,0.0,0.0,2,2,1
1,0,0,0.5144278606965175,0.005902377105931225,0.0,0.0,0,8,0
1,0,0,0.7776119402985074,0.18029079159935382,0.0,0.0,0,6,1
0,0,0,0.38407960199004976,0.21258942995615046,0.0,1.0,1,3,2
1,0,0,0.6701492537313432,0.21343180244634205,0.0,0.0,0,2,1
1,0,1,0.6019900497512437,0.04702861758596816,0.0,0.0,0,6,0
0,2,3,0.45422885572139304,0.3826621278559889,1.0,1.0,2,2,3
1,0,0,0.5597014925373134,0.06782252480960074,0.0,0.0,1,8,0
2,2,3,0.019900497512437804,0.11666282021693977,0.0,0.0,0,2,2
1,1,0,0.7109452736318408,0.36312024001846294,0.0,1.0,1,0,2
0,2,2,0.5582089552238805,0.49602469420724676,1.0,0.0,1,2,3
0,0,0,0.2691542288557213,0.0588102930994692,0.0,0.0,0,5,1
1,0,0,0.6467661691542288,0.03337756750519271,0.0,0.0,0,7,0
2,1,2,0.026865671641791017,0.054967689822294025,0.0,0.0,0,1,2
0,0,0,0.3233830845771144,0.003686822063235633,0.0,0.0,1,6,0
0,2,2,0.5089552238805971,0.4868105238864528,1.0,1.0,2,2,3
2,1,2,0.015920398009950265,0.11777636741287793,0.0,0.0,0,0,3
1,1,3,0.9044776119402985,0.7545522732517886,1.0,0.0,2,1,3
1,0,0,0.5497512437810945,0.0707823678744519,0.0,0.0,0,6,0
0,0,0,0.3597014925373134,0.052654050311562436,0.0,0.0,0,4,0
0,0,0,0.5611940298507463,0.07901569351488576,1.0,0.0,1,6,0
1,0,1,0.7532338308457711,0.32802330948534497,0.0,0.0,1,4,2
0,0,2,0.4009950248756219,0.19618624509577662,1.0,0.0,1,6,2
2,2,2,0.01840796019900498,0.16640318486037387,0.0,0.0,0,0,3
1,2,1,0.9243781094527362,0.8906935148857604,1.0,0.0,2,2,3
1,0,0,0.6378109452736318,0.2116374336487422,0.0,0.0,1,4,1
1,2,3,0.6781094527363184,0.7100392337872145,0.0,1.0,1,2,3
0,2,1,0.5716417910447761,0.5374913454881145,1.0,1.0,1,0,3
2,2,1,0.021393034825870627,0.031571659358412184,0.0,0.0,0,1,1
1,0,1,0.6661691542288557,0.0673609508423725,0.0,0.0,0,6,0
1,0,0,0.717412935323383,0.3923955688899146,0.0,1.0,1,3,2
2,1,2,0.013432835820895522,0.05227902146318948,0.0,0.0,0,2,2
1,0,0,0.5975124378109452,0.10275213477959844,1.0,0.0,0,3,0
0,0,0,0.3716417910447761,0.06485114239556888,1.0,0.0,0,8,0
1,0,0,0.8238805970149253,0.2738287560581583,0.0,0.0,1,3,1
1,0,0,0.6552238805970149,0.346503577198246,0.0,0.0,0,5,2
1,2,2,0.9104477611940299,0.563333717978306,0.0,1.0,2,0,2
0,2,3,0.1736318407960199,0.2915878144472651,1.0,1.0,0,0,3
1,0,0,0.8427860696517412,0.8172974844218787,0.0,0.0,2,5,3
